Degree,Major,Skill1,Skill2,Certification,ExperienceYears,ProjectCount,Internship,ExperienceLevel,JobRole
M.Tech,Electronics,SQL,C++,Azure,1,4,Yes,Junior,Data Analyst
BCA,AI,Cloud,Data Analysis,AWS,14,8,Yes,Expert,Data Analyst
MCA,IT,Deep Learning,Machine Learning,AWS,0,4,Yes,Fresher,ML Engineer
BCA,Electronics,Cloud,Data Analysis,Azure,3,6,No,Mid,Data Analyst
MBA,AI,Cloud,Machine Learning,Azure,6,5,Yes,Senior,ML Engineer
B.Tech,Electronics,Deep Learning,C++,None,10,1,Yes,Senior,ML Engineer
MCA,IT,Machine Learning,Machine Learning,None,3,2,Yes,Mid,ML Engineer
M.Tech,AI,Deep Learning,Python,AWS,8,4,Yes,Senior,Data Scientist
MBA,Computer Science,Java,Deep Learning,Data Analytics,13,3,Yes,Expert,ML Engineer
MCA,Business,Data Analysis,Data Analysis,GCP,7,5,No,Senior,Data Analyst
M.Tech,IT,Cloud,SQL,GCP,7,7,Yes,Senior,Data Analyst
MCA,Data Science,Machine Learning,Cloud,AWS,4,7,Yes,Mid,ML Engineer
MBA,Data Science,Cloud,C++,Data Analytics,11,2,No,Expert,Data Analyst
MCA,IT,Deep Learning,Data Analysis,Azure,14,3,Yes,Expert,ML Engineer
BCA,Data Science,Machine Learning,Deep Learning,AI Specialist,0,0,Yes,Fresher,ML Engineer
MBA,IT,Machine Learning,Java,AWS,14,1,Yes,Expert,ML Engineer
MCA,Computer Science,Python,Data Analysis,Cybersecurity,8,8,Yes,Senior,Data Analyst
B.Tech,IT,Python,Python,Data Analytics,1,9,Yes,Junior,AI Engineer
MCA,AI,Data Analysis,SQL,Cybersecurity,5,9,Yes,Mid,Data Analyst
BCA,AI,Python,Python,Cybersecurity,9,1,No,Senior,Data Scientist
M.Tech,Electronics,Deep Learning,Data Analysis,AWS,13,5,Yes,Expert,ML Engineer
M.Tech,Data Science,SQL,Python,Data Analytics,4,6,Yes,Mid,Data Scientist
M.Tech,Business,Java,Java,Cybersecurity,9,5,No,Senior,Security Analyst
B.Tech,Data Science,Deep Learning,SQL,None,12,7,Yes,Expert,ML Engineer
BCA,IT,Cloud,Cloud,None,14,8,No,Expert,Data Analyst
MBA,Business,Python,Python,Data Analytics,7,7,Yes,Senior,Business Analyst
M.Tech,Business,Machine Learning,Java,GCP,10,4,Yes,Senior,ML Engineer
BCA,Data Science,Deep Learning,C++,AI Specialist,2,7,Yes,Junior,ML Engineer
MCA,Business,Machine Learning,Java,Cybersecurity,5,9,Yes,Mid,ML Engineer
B.Tech,Business,Data Analysis,Machine Learning,Cybersecurity,5,9,Yes,Mid,ML Engineer
BCA,AI,Cloud,Data Analysis,Data Analytics,9,8,Yes,Senior,Data Analyst
BCA,Computer Science,Machine Learning,Deep Learning,None,2,7,Yes,Junior,ML Engineer
MBA,IT,Machine Learning,Data Analysis,AI Specialist,11,1,Yes,Expert,ML Engineer
BCA,Data Science,Data Analysis,Data Analysis,GCP,11,1,Yes,Expert,Data Analyst
MBA,AI,C++,Java,Cybersecurity,14,2,Yes,Expert,Security Analyst
B.Tech,Electronics,SQL,Java,AWS,11,6,Yes,Expert,Data Analyst
B.Tech,Business,Java,Java,None,6,8,Yes,Senior,Business Analyst
MCA,Business,Java,Data Analysis,Data Analytics,10,7,Yes,Senior,Data Analyst
MBA,Data Science,Python,Cloud,Data Analytics,3,8,Yes,Mid,Data Scientist
MBA,Computer Science,C++,Python,None,4,5,Yes,Mid,AI Engineer
M.Tech,Computer Science,Deep Learning,Cloud,Cybersecurity,8,0,Yes,Senior,ML Engineer
M.Tech,Data Science,Data Analysis,SQL,GCP,5,3,Yes,Mid,Data Analyst
MCA,Data Science,Deep Learning,Java,Cybersecurity,9,5,No,Senior,ML Engineer
B.Tech,AI,Java,Java,None,14,5,Yes,Expert,AI Engineer
M.Tech,Data Science,SQL,Machine Learning,Azure,12,7,Yes,Expert,ML Engineer
BCA,Electronics,Machine Learning,Machine Learning,Cybersecurity,3,0,No,Mid,ML Engineer
B.Tech,AI,Cloud,C++,AI Specialist,7,1,No,Senior,Data Analyst
BCA,Business,Python,C++,None,8,1,No,Senior,Business Analyst
MBA,Business,SQL,Machine Learning,AI Specialist,9,5,Yes,Senior,ML Engineer
B.Tech,Business,Java,SQL,None,4,6,Yes,Mid,Data Analyst
MCA,Business,C++,C++,Azure,1,1,No,Junior,Business Analyst
MBA,IT,Python,Deep Learning,AI Specialist,14,4,No,Expert,ML Engineer
MBA,Electronics,Data Analysis,Deep Learning,AI Specialist,14,5,Yes,Expert,ML Engineer
BCA,AI,Java,SQL,AWS,5,3,Yes,Mid,Data Analyst
MBA,AI,Deep Learning,Machine Learning,Data Analytics,10,0,No,Senior,ML Engineer
M.Tech,Business,Python,C++,AI Specialist,14,2,Yes,Expert,Business Analyst
B.Tech,Computer Science,Data Analysis,Java,Data Analytics,11,9,Yes,Expert,Software Developer
M.Tech,AI,Java,Machine Learning,None,7,8,Yes,Senior,ML Engineer
BCA,Electronics,Deep Learning,C++,GCP,12,5,Yes,Expert,ML Engineer
BCA,Data Science,Cloud,SQL,Cybersecurity,4,1,Yes,Mid,Data Analyst
B.Tech,Electronics,Deep Learning,Deep Learning,AWS,0,8,Yes,Fresher,ML Engineer
MBA,Business,Machine Learning,Data Analysis,None,7,3,No,Senior,ML Engineer
MCA,Business,Data Analysis,SQL,Azure,8,7,Yes,Senior,Data Analyst
BCA,IT,Data Analysis,Data Analysis,GCP,0,9,Yes,Fresher,Data Analyst
B.Tech,AI,C++,C++,AWS,7,6,No,Senior,AI Engineer
MCA,AI,Data Analysis,SQL,AWS,9,2,Yes,Senior,Data Analyst
MBA,AI,Machine Learning,C++,None,11,7,Yes,Expert,ML Engineer
BCA,Business,Java,C++,Azure,1,3,Yes,Junior,Business Analyst
B.Tech,AI,Cloud,Data Analysis,Azure,3,1,Yes,Mid,Data Analyst
B.Tech,Computer Science,SQL,SQL,Data Analytics,12,4,Yes,Expert,Data Analyst
B.Tech,Computer Science,Cloud,Python,Cybersecurity,14,0,Yes,Expert,Security Analyst
BCA,Data Science,Cloud,Java,None,14,7,No,Expert,AI Engineer
MCA,AI,Data Analysis,Machine Learning,GCP,1,7,No,Junior,ML Engineer
B.Tech,IT,Cloud,Deep Learning,Cybersecurity,1,2,Yes,Junior,ML Engineer
MBA,Data Science,Data Analysis,Java,GCP,9,0,Yes,Senior,Data Analyst
B.Tech,Business,Machine Learning,Machine Learning,AWS,2,3,Yes,Junior,ML Engineer
MCA,AI,SQL,Machine Learning,AI Specialist,13,8,Yes,Expert,ML Engineer
BCA,Computer Science,Deep Learning,Deep Learning,AI Specialist,7,8,Yes,Senior,ML Engineer
B.Tech,IT,Data Analysis,Java,None,3,0,No,Mid,Software Developer
B.Tech,Data Science,Java,Deep Learning,Azure,6,6,Yes,Senior,ML Engineer
MBA,IT,C++,C++,Azure,11,5,Yes,Expert,Data Analyst
MBA,AI,SQL,Deep Learning,AWS,9,6,Yes,Senior,ML Engineer
B.Tech,Electronics,Java,Data Analysis,AWS,2,6,Yes,Junior,Data Analyst
B.Tech,IT,Data Analysis,Data Analysis,GCP,9,7,No,Senior,Data Analyst
MBA,IT,SQL,SQL,AWS,11,7,No,Expert,Data Analyst
MCA,Business,Data Analysis,Python,None,13,9,Yes,Expert,Data Analyst
M.Tech,Computer Science,Machine Learning,Python,GCP,14,1,Yes,Expert,ML Engineer
M.Tech,AI,Java,Python,Cybersecurity,13,3,No,Expert,Data Scientist
B.Tech,IT,Machine Learning,Java,Azure,12,3,No,Expert,ML Engineer
MBA,AI,Python,Data Analysis,Azure,10,9,No,Senior,Data Scientist
BCA,Computer Science,Java,Java,AI Specialist,13,7,Yes,Expert,Software Developer
BCA,Business,SQL,C++,AI Specialist,2,2,Yes,Junior,Data Analyst
M.Tech,AI,Python,Cloud,None,1,2,Yes,Junior,Data Scientist
MCA,Computer Science,Machine Learning,Python,Azure,12,1,Yes,Expert,ML Engineer
M.Tech,Computer Science,Machine Learning,C++,None,11,0,No,Expert,ML Engineer
B.Tech,Data Science,SQL,Data Analysis,Cybersecurity,5,7,Yes,Mid,Data Analyst
MCA,Business,Python,Cloud,Cybersecurity,5,8,Yes,Mid,Security Analyst
BCA,Business,Cloud,Python,Data Analytics,0,8,Yes,Fresher,Business Analyst
MBA,AI,Deep Learning,Java,GCP,6,7,No,Senior,ML Engineer
MBA,Electronics,C++,Cloud,AI Specialist,11,4,Yes,Expert,Security Analyst
B.Tech,Data Science,SQL,SQL,GCP,13,0,Yes,Expert,Data Analyst
M.Tech,Business,Machine Learning,SQL,AI Specialist,13,8,Yes,Expert,ML Engineer
B.Tech,Computer Science,Java,SQL,Data Analytics,3,5,Yes,Mid,Software Developer
MBA,Business,Python,Deep Learning,Azure,12,6,Yes,Expert,ML Engineer
BCA,Electronics,Data Analysis,SQL,None,10,7,Yes,Senior,Data Analyst
MBA,IT,Deep Learning,Machine Learning,GCP,11,4,No,Expert,ML Engineer
MCA,IT,C++,Python,AI Specialist,2,5,Yes,Junior,AI Engineer
MBA,Business,Java,SQL,GCP,12,6,Yes,Expert,Data Analyst
MBA,Business,Python,Cloud,Azure,12,6,No,Expert,Cloud Engineer
MCA,Data Science,Deep Learning,Data Analysis,None,7,1,No,Senior,ML Engineer
M.Tech,Business,SQL,Machine Learning,AWS,1,0,Yes,Junior,ML Engineer
MBA,Electronics,Data Analysis,Machine Learning,AI Specialist,8,7,Yes,Senior,ML Engineer
B.Tech,Business,Deep Learning,Machine Learning,AWS,12,4,Yes,Expert,ML Engineer
MBA,AI,SQL,C++,Data Analytics,7,9,Yes,Senior,Data Analyst
B.Tech,Electronics,Data Analysis,Cloud,None,7,1,No,Senior,Data Analyst
MCA,Data Science,Data Analysis,C++,Cybersecurity,12,2,No,Expert,Data Analyst
MBA,AI,Cloud,Machine Learning,GCP,2,5,Yes,Junior,ML Engineer
MCA,AI,Python,Deep Learning,AI Specialist,12,9,Yes,Expert,Data Scientist
MCA,IT,Data Analysis,SQL,GCP,3,5,Yes,Mid,Data Analyst
M.Tech,Electronics,Deep Learning,Data Analysis,Data Analytics,1,7,Yes,Junior,ML Engineer
MBA,AI,Data Analysis,Python,Data Analytics,1,4,Yes,Junior,Data Scientist
B.Tech,Data Science,C++,Cloud,GCP,3,4,Yes,Mid,Cloud Engineer
B.Tech,IT,Deep Learning,Deep Learning,AI Specialist,5,6,Yes,Mid,ML Engineer
MBA,AI,Python,Java,None,4,9,Yes,Mid,Data Scientist
M.Tech,Electronics,Java,C++,Azure,14,4,Yes,Expert,Security Analyst
M.Tech,IT,Java,SQL,None,0,8,Yes,Fresher,Software Developer
M.Tech,Electronics,Deep Learning,SQL,Azure,12,5,Yes,Expert,ML Engineer
B.Tech,Electronics,Deep Learning,Java,Cybersecurity,9,6,No,Senior,ML Engineer
MCA,Electronics,SQL,Java,None,0,7,Yes,Fresher,Data Analyst
M.Tech,IT,Python,Cloud,GCP,14,4,Yes,Expert,Cloud Engineer
B.Tech,AI,SQL,SQL,GCP,5,3,Yes,Mid,Data Analyst
B.Tech,Business,C++,Java,AI Specialist,2,7,Yes,Junior,Business Analyst
MCA,Computer Science,Cloud,SQL,GCP,2,9,Yes,Junior,Data Analyst
MBA,AI,Java,Deep Learning,AI Specialist,6,8,Yes,Senior,ML Engineer
MBA,IT,Data Analysis,Cloud,GCP,12,0,Yes,Expert,Data Analyst
M.Tech,Computer Science,Data Analysis,Data Analysis,Data Analytics,12,2,Yes,Expert,Data Analyst
M.Tech,Computer Science,Machine Learning,Java,AWS,0,3,Yes,Fresher,ML Engineer
MCA,Computer Science,Machine Learning,Deep Learning,GCP,0,6,Yes,Fresher,ML Engineer
M.Tech,Business,Python,Deep Learning,AWS,13,5,No,Expert,ML Engineer
MCA,Data Science,Data Analysis,Java,Azure,12,9,Yes,Expert,Data Analyst
B.Tech,IT,Python,Cloud,Cybersecurity,9,9,Yes,Senior,Security Analyst
M.Tech,Business,Machine Learning,SQL,None,2,0,Yes,Junior,ML Engineer
B.Tech,Business,Python,Data Analysis,None,13,3,Yes,Expert,Data Analyst
BCA,Data Science,Java,Machine Learning,Azure,7,5,Yes,Senior,ML Engineer
MCA,Computer Science,C++,SQL,GCP,0,2,Yes,Fresher,Data Analyst
BCA,Data Science,C++,Python,None,9,1,No,Senior,Data Scientist
M.Tech,Data Science,Data Analysis,Java,AI Specialist,12,1,Yes,Expert,Data Analyst
B.Tech,Business,SQL,C++,Azure,3,9,Yes,Mid,Data Analyst
M.Tech,IT,Java,Cloud,Data Analytics,8,3,Yes,Senior,Software Developer
BCA,Electronics,Cloud,Java,AWS,13,0,Yes,Expert,Cloud Engineer
M.Tech,Data Science,Python,Python,AI Specialist,3,9,Yes,Mid,Data Scientist
MBA,Data Science,Python,Deep Learning,None,9,1,No,Senior,Data Scientist
BCA,Computer Science,Data Analysis,C++,AI Specialist,7,9,Yes,Senior,Data Analyst
M.Tech,Computer Science,Cloud,C++,GCP,6,1,No,Senior,Cloud Engineer
B.Tech,Business,SQL,SQL,Data Analytics,2,3,Yes,Junior,Data Analyst
M.Tech,Computer Science,SQL,Machine Learning,AWS,6,3,No,Senior,ML Engineer
B.Tech,AI,Python,SQL,Data Analytics,14,0,No,Expert,Data Scientist
MBA,Data Science,Python,Cloud,Azure,6,6,No,Senior,Data Scientist
M.Tech,Computer Science,Cloud,C++,GCP,9,6,No,Senior,Cloud Engineer
MBA,IT,Data Analysis,Data Analysis,AI Specialist,2,9,Yes,Junior,Data Analyst
BCA,AI,Java,Data Analysis,AI Specialist,1,9,Yes,Junior,Data Analyst
B.Tech,Business,Cloud,C++,Azure,14,9,Yes,Expert,Cloud Engineer
BCA,Electronics,SQL,Data Analysis,AI Specialist,8,0,Yes,Senior,Data Analyst
B.Tech,Data Science,Cloud,Data Analysis,Cybersecurity,14,7,No,Expert,Data Analyst
MBA,Data Science,Cloud,Machine Learning,GCP,0,9,Yes,Fresher,ML Engineer
MCA,IT,Cloud,Cloud,Azure,13,6,Yes,Expert,Cloud Engineer
M.Tech,Electronics,Java,Java,GCP,6,6,Yes,Senior,Security Analyst
MBA,Electronics,Deep Learning,Machine Learning,AWS,3,5,No,Mid,ML Engineer
B.Tech,Business,Python,Deep Learning,GCP,1,3,No,Junior,ML Engineer
B.Tech,Business,Machine Learning,SQL,GCP,14,7,Yes,Expert,ML Engineer
B.Tech,AI,Data Analysis,Data Analysis,AWS,1,1,Yes,Junior,Data Analyst
B.Tech,Data Science,Cloud,Java,Azure,7,6,Yes,Senior,Cloud Engineer
M.Tech,Computer Science,Data Analysis,SQL,GCP,6,2,Yes,Senior,Data Analyst
BCA,Business,Machine Learning,Data Analysis,Data Analytics,11,2,Yes,Expert,ML Engineer
MCA,IT,Deep Learning,Machine Learning,GCP,6,6,Yes,Senior,ML Engineer
M.Tech,IT,Python,Java,Azure,4,2,Yes,Mid,Software Developer
B.Tech,IT,SQL,Machine Learning,AI Specialist,13,4,Yes,Expert,ML Engineer
M.Tech,Business,Machine Learning,Deep Learning,None,9,7,Yes,Senior,ML Engineer
MBA,Business,Data Analysis,Python,AWS,7,3,No,Senior,Data Analyst
B.Tech,IT,Data Analysis,C++,AI Specialist,13,6,No,Expert,Data Analyst
MCA,Business,Data Analysis,Cloud,Azure,1,6,Yes,Junior,Data Analyst
B.Tech,Computer Science,SQL,Java,Cybersecurity,1,1,No,Junior,Software Developer
MCA,Computer Science,Machine Learning,C++,None,4,7,Yes,Mid,ML Engineer
MCA,AI,Data Analysis,Python,AI Specialist,14,9,Yes,Expert,Data Scientist
BCA,Data Science,SQL,Java,GCP,0,9,Yes,Fresher,Data Analyst
BCA,Computer Science,Cloud,C++,None,5,8,No,Mid,AI Engineer
M.Tech,AI,Data Analysis,C++,GCP,3,5,Yes,Mid,Data Analyst
M.Tech,Electronics,Machine Learning,Java,AWS,5,4,Yes,Mid,ML Engineer
MCA,Data Science,SQL,C++,GCP,6,0,Yes,Senior,Data Analyst
B.Tech,Computer Science,Deep Learning,C++,None,12,0,No,Expert,ML Engineer
MBA,Electronics,Java,Java,Data Analytics,2,8,No,Junior,Security Analyst
MBA,AI,SQL,Cloud,Data Analytics,10,3,Yes,Senior,Data Analyst
B.Tech,Computer Science,Java,C++,AI Specialist,12,0,No,Expert,Software Developer
B.Tech,Computer Science,Java,C++,Azure,7,9,Yes,Senior,Software Developer
BCA,Business,Python,Cloud,AWS,6,2,No,Senior,Cloud Engineer
MBA,Electronics,Cloud,SQL,Cybersecurity,12,5,No,Expert,Data Analyst
MCA,Computer Science,Deep Learning,Deep Learning,AI Specialist,0,7,Yes,Fresher,ML Engineer
M.Tech,IT,Java,SQL,Azure,5,9,No,Mid,Software Developer
BCA,Business,C++,Data Analysis,AWS,6,1,Yes,Senior,Data Analyst
MBA,Business,Cloud,Python,None,13,7,No,Expert,Business Analyst
B.Tech,Computer Science,Java,SQL,AWS,10,0,No,Senior,Software Developer
MBA,Business,SQL,SQL,None,14,1,Yes,Expert,Data Analyst
MCA,Data Science,Java,Python,AI Specialist,3,7,Yes,Mid,Data Scientist
BCA,Electronics,SQL,C++,Azure,13,6,Yes,Expert,Data Analyst
B.Tech,Data Science,Data Analysis,C++,Azure,1,4,No,Junior,Data Analyst
MCA,AI,SQL,SQL,GCP,9,9,No,Senior,Data Analyst
M.Tech,Data Science,C++,Python,Cybersecurity,8,1,Yes,Senior,Data Scientist
BCA,IT,Java,C++,Data Analytics,6,8,Yes,Senior,Software Developer
MCA,Business,Java,Machine Learning,GCP,0,4,Yes,Fresher,ML Engineer
MCA,Business,Machine Learning,Java,AWS,7,7,Yes,Senior,ML Engineer
B.Tech,IT,Cloud,Java,Cybersecurity,14,3,Yes,Expert,Software Developer
M.Tech,Business,Machine Learning,Deep Learning,Cybersecurity,2,8,Yes,Junior,ML Engineer
MCA,Data Science,Python,Java,Azure,3,9,Yes,Mid,Data Scientist
BCA,AI,SQL,SQL,Cybersecurity,11,6,Yes,Expert,Data Analyst
MCA,Computer Science,C++,Java,AI Specialist,4,1,Yes,Mid,Software Developer
MBA,IT,Machine Learning,Java,Cybersecurity,0,2,No,Fresher,ML Engineer
BCA,Data Science,Java,Machine Learning,AWS,14,1,Yes,Expert,ML Engineer
BCA,Data Science,Python,C++,AI Specialist,5,4,Yes,Mid,Data Scientist
MCA,Data Science,C++,Machine Learning,AI Specialist,9,1,Yes,Senior,ML Engineer
B.Tech,Computer Science,Deep Learning,SQL,GCP,5,4,Yes,Mid,ML Engineer
BCA,Electronics,Java,Java,Cybersecurity,1,8,Yes,Junior,Security Analyst
MBA,Business,Java,Cloud,Azure,10,1,Yes,Senior,Cloud Engineer
B.Tech,Business,Data Analysis,C++,None,9,8,Yes,Senior,Data Analyst
B.Tech,AI,Deep Learning,Deep Learning,GCP,5,6,No,Mid,ML Engineer
B.Tech,Electronics,SQL,Deep Learning,Azure,7,6,Yes,Senior,ML Engineer
BCA,Business,SQL,Data Analysis,Cybersecurity,5,4,Yes,Mid,Data Analyst
B.Tech,AI,Machine Learning,Data Analysis,GCP,3,7,Yes,Mid,ML Engineer
MCA,AI,Machine Learning,Java,Cybersecurity,14,6,Yes,Expert,ML Engineer
B.Tech,Data Science,Java,Java,AWS,3,5,No,Mid,Data Analyst
MBA,IT,Cloud,Deep Learning,GCP,8,1,No,Senior,ML Engineer
M.Tech,Data Science,Java,Deep Learning,Azure,5,5,Yes,Mid,ML Engineer
MBA,Computer Science,Machine Learning,Cloud,AWS,7,1,Yes,Senior,ML Engineer
BCA,Business,Deep Learning,SQL,Data Analytics,7,0,No,Senior,ML Engineer
B.Tech,AI,Machine Learning,Java,Azure,6,8,Yes,Senior,ML Engineer
B.Tech,IT,Java,Deep Learning,None,2,4,Yes,Junior,ML Engineer
MCA,Business,C++,Cloud,Cybersecurity,9,9,Yes,Senior,Security Analyst
B.Tech,AI,Java,Python,Azure,0,9,Yes,Fresher,Data Scientist
MBA,AI,C++,Deep Learning,Data Analytics,4,3,No,Mid,ML Engineer
BCA,Data Science,C++,C++,Azure,12,7,Yes,Expert,Data Analyst
M.Tech,IT,Java,C++,AWS,14,4,Yes,Expert,Software Developer
B.Tech,IT,Cloud,Python,AI Specialist,9,6,Yes,Senior,Data Analyst
M.Tech,Business,Cloud,Data Analysis,Azure,9,2,No,Senior,Data Analyst
B.Tech,AI,Python,SQL,GCP,14,7,Yes,Expert,Data Scientist
BCA,IT,Machine Learning,Data Analysis,None,1,7,No,Junior,ML Engineer
MBA,IT,Cloud,Java,Data Analytics,11,2,Yes,Expert,Software Developer
BCA,Business,SQL,Data Analysis,Azure,9,8,No,Senior,Data Analyst
M.Tech,Data Science,Java,Java,Data Analytics,12,7,Yes,Expert,AI Engineer
B.Tech,Electronics,C++,Deep Learning,AI Specialist,1,0,Yes,Junior,ML Engineer
M.Tech,Computer Science,Java,C++,AWS,13,7,Yes,Expert,Software Developer
MBA,Electronics,Machine Learning,SQL,GCP,6,3,No,Senior,ML Engineer
BCA,IT,Deep Learning,SQL,Cybersecurity,10,5,Yes,Senior,ML Engineer
M.Tech,AI,Cloud,SQL,Azure,12,9,Yes,Expert,Data Analyst
M.Tech,Computer Science,Cloud,Deep Learning,AWS,2,8,Yes,Junior,ML Engineer
MBA,Computer Science,Cloud,Java,Data Analytics,12,4,Yes,Expert,Software Developer
B.Tech,AI,C++,SQL,AI Specialist,7,6,No,Senior,Data Analyst
M.Tech,Computer Science,SQL,Deep Learning,None,8,0,Yes,Senior,ML Engineer
MBA,AI,Data Analysis,Deep Learning,Data Analytics,13,8,No,Expert,ML Engineer
B.Tech,Computer Science,SQL,Python,None,12,5,Yes,Expert,Data Analyst
B.Tech,Business,Cloud,Machine Learning,AI Specialist,7,3,No,Senior,ML Engineer
BCA,Business,SQL,Data Analysis,None,5,5,Yes,Mid,Data Analyst
MBA,Electronics,Deep Learning,SQL,AI Specialist,4,4,Yes,Mid,ML Engineer
B.Tech,Computer Science,Cloud,Machine Learning,AWS,2,2,Yes,Junior,ML Engineer
BCA,Data Science,Python,Java,Azure,2,6,No,Junior,Data Scientist
MCA,AI,C++,Deep Learning,Cybersecurity,6,2,Yes,Senior,ML Engineer
MBA,Computer Science,Deep Learning,Cloud,Azure,12,1,Yes,Expert,ML Engineer
MCA,Business,Data Analysis,Data Analysis,GCP,4,3,No,Mid,Data Analyst
B.Tech,Business,C++,Data Analysis,Azure,11,6,No,Expert,Data Analyst
MBA,AI,Data Analysis,SQL,AI Specialist,13,4,No,Expert,Data Analyst
BCA,Data Science,Cloud,Cloud,AI Specialist,5,8,Yes,Mid,AI Engineer
B.Tech,Computer Science,Deep Learning,C++,GCP,13,9,Yes,Expert,ML Engineer
MBA,Computer Science,Cloud,Java,Data Analytics,5,6,No,Mid,Software Developer
MBA,Data Science,Data Analysis,Python,AI Specialist,8,8,Yes,Senior,Data Scientist
MCA,Data Science,Data Analysis,Python,GCP,0,8,Yes,Fresher,Data Scientist
B.Tech,Data Science,Deep Learning,Machine Learning,AI Specialist,7,1,Yes,Senior,ML Engineer
BCA,Business,Cloud,Deep Learning,Cybersecurity,9,0,No,Senior,ML Engineer
BCA,AI,Python,Machine Learning,AI Specialist,12,3,Yes,Expert,Data Scientist
B.Tech,Data Science,C++,C++,AWS,12,3,No,Expert,Data Analyst
B.Tech,AI,Deep Learning,C++,GCP,4,1,Yes,Mid,ML Engineer
M.Tech,Electronics,Python,Data Analysis,None,12,2,No,Expert,Data Analyst
MCA,Computer Science,Java,Python,Azure,5,2,Yes,Mid,Software Developer
B.Tech,Computer Science,Cloud,Cloud,GCP,5,4,Yes,Mid,Cloud Engineer
B.Tech,IT,Machine Learning,SQL,Data Analytics,0,0,Yes,Fresher,ML Engineer
M.Tech,Electronics,Deep Learning,Python,AI Specialist,2,8,No,Junior,ML Engineer
M.Tech,Data Science,SQL,Python,GCP,11,7,Yes,Expert,Data Scientist
MBA,Data Science,Python,Cloud,Cybersecurity,5,7,No,Mid,Data Scientist
BCA,Business,Python,Data Analysis,GCP,13,2,Yes,Expert,Data Analyst
MCA,Electronics,Deep Learning,Data Analysis,Cybersecurity,14,1,Yes,Expert,ML Engineer
MBA,Data Science,Data Analysis,Cloud,AI Specialist,13,0,Yes,Expert,Data Analyst
B.Tech,IT,Python,C++,Azure,10,5,Yes,Senior,Software Developer
M.Tech,AI,Java,Cloud,AI Specialist,10,9,No,Senior,AI Engineer
BCA,Computer Science,Python,Machine Learning,Data Analytics,8,0,Yes,Senior,ML Engineer
MBA,Electronics,Machine Learning,C++,AWS,5,4,No,Mid,ML Engineer
BCA,Computer Science,Machine Learning,Cloud,Azure,14,8,No,Expert,ML Engineer
M.Tech,AI,Data Analysis,Deep Learning,Azure,11,8,Yes,Expert,ML Engineer
MBA,Electronics,Cloud,C++,AWS,12,3,Yes,Expert,Cloud Engineer
MBA,AI,Cloud,C++,GCP,5,6,Yes,Mid,Cloud Engineer
BCA,Data Science,Data Analysis,Python,AI Specialist,0,6,No,Fresher,Data Scientist
M.Tech,Data Science,SQL,SQL,GCP,8,3,Yes,Senior,Data Analyst
B.Tech,Data Science,Java,Python,GCP,3,4,Yes,Mid,Data Scientist
MBA,AI,Machine Learning,Java,AI Specialist,14,8,No,Expert,ML Engineer
B.Tech,AI,Data Analysis,C++,Data Analytics,1,6,Yes,Junior,Data Analyst
M.Tech,AI,Deep Learning,Cloud,Azure,0,6,Yes,Fresher,ML Engineer
MBA,Computer Science,C++,Cloud,Cybersecurity,2,9,Yes,Junior,Security Analyst
MBA,AI,C++,Cloud,AWS,2,6,Yes,Junior,Cloud Engineer
B.Tech,Data Science,C++,C++,Azure,4,8,Yes,Mid,Software Developer
MCA,IT,Cloud,Cloud,GCP,0,4,Yes,Fresher,Cloud Engineer
B.Tech,AI,Deep Learning,Java,AWS,6,5,No,Senior,ML Engineer
B.Tech,IT,Python,C++,Cybersecurity,12,2,Yes,Expert,Security Analyst
MCA,Data Science,Deep Learning,Cloud,Azure,0,0,Yes,Fresher,ML Engineer
M.Tech,AI,Python,C++,Azure,3,1,Yes,Mid,Data Scientist
M.Tech,Computer Science,C++,Deep Learning,Data Analytics,5,7,Yes,Mid,ML Engineer
MBA,Computer Science,SQL,C++,Azure,14,0,Yes,Expert,Data Analyst
BCA,IT,SQL,Java,Azure,0,9,Yes,Fresher,Software Developer
BCA,Business,Data Analysis,Python,Cybersecurity,6,6,Yes,Senior,Data Analyst
MBA,Computer Science,Python,C++,Cybersecurity,9,4,Yes,Senior,Security Analyst
BCA,Computer Science,C++,SQL,AWS,14,5,Yes,Expert,Data Analyst
B.Tech,Computer Science,Deep Learning,Java,GCP,6,7,Yes,Senior,ML Engineer
B.Tech,Data Science,SQL,Machine Learning,Cybersecurity,2,3,Yes,Junior,ML Engineer
MCA,Computer Science,Python,Deep Learning,AWS,3,5,Yes,Mid,ML Engineer
MCA,Electronics,Data Analysis,Java,Azure,5,2,Yes,Mid,Data Analyst
MBA,AI,Deep Learning,Python,AWS,13,6,Yes,Expert,Data Scientist
MBA,Computer Science,C++,Cloud,AWS,10,1,Yes,Senior,Cloud Engineer
MBA,Business,Java,Cloud,AWS,6,7,Yes,Senior,Cloud Engineer
B.Tech,Business,C++,Java,AI Specialist,13,6,No,Expert,Business Analyst
BCA,Computer Science,Cloud,Machine Learning,AWS,12,7,Yes,Expert,ML Engineer
MBA,Computer Science,C++,Cloud,Cybersecurity,3,1,Yes,Mid,Security Analyst
MBA,Electronics,Data Analysis,Deep Learning,None,9,2,Yes,Senior,ML Engineer
B.Tech,Computer Science,Deep Learning,SQL,None,10,3,No,Senior,ML Engineer
B.Tech,Computer Science,Data Analysis,Machine Learning,None,8,8,Yes,Senior,ML Engineer
